Algorithm,Architecture,Accumulations,Micro-Batch Size,Images/Second
pytorch_ssgd,resnext101_32x8d,1,32,354.9269331853985
pytorch_ssgd,resnext101_32x8d,1,32,355.1666740734067
pytorch_ssgd,resnext101_32x8d,1,32,355.4101999907233
pytorch_ssgd,resnext101_32x8d,1,32,355.1745865135323
pytorch_ssgd,resnext101_32x8d,2,32,395.30740711706255
pytorch_ssgd,resnext101_32x8d,2,32,394.3946309354593
pytorch_ssgd,resnext101_32x8d,2,32,394.1378696057242
pytorch_ssgd,resnext101_32x8d,2,32,394.0974858920407
pytorch_ssgd,resnext101_32x8d,2,32,394.15193979528914
pytorch_ssgd,resnext101_32x8d,2,32,394.2432342731095
pytorch_ssgd,resnext101_32x8d,2,32,394.3181552136973
pytorch_ssgd,resnext101_32x8d,2,32,394.36475317973066
pytorch_ssgd,resnext101_32x8d,2,32,394.155004381316
pytorch_ssgd,resnext101_32x8d,2,32,394.3446107243929
pytorch_ssgd,resnext101_32x8d,4,32,416.6777939169866
pytorch_ssgd,resnext101_32x8d,4,32,416.6562605138294
pytorch_ssgd,resnext101_32x8d,4,32,416.8697728528072
pytorch_ssgd,resnext101_32x8d,4,32,417.424256567339
pytorch_ssgd,resnext101_32x8d,4,32,418.0181085366028
pytorch_ssgd,resnext101_32x8d,4,32,418.47304039106575
pytorch_ssgd,resnext101_32x8d,4,32,418.78378299278233
pytorch_ssgd,resnext101_32x8d,4,32,418.8018926847087
pytorch_ssgd,resnext101_32x8d,4,32,419.0269012700968
pytorch_ssgd,resnext101_32x8d,4,32,419.23406863777257
pytorch_ssgd,resnext101_32x8d,8,32,426.29174917637687
pytorch_ssgd,resnext101_32x8d,8,32,428.00559176927504
pytorch_ssgd,resnext101_32x8d,8,32,428.809306321364
pytorch_ssgd,resnext101_32x8d,8,32,429.2437207629072
pytorch_ssgd,resnext101_32x8d,8,32,429.2824649455083
pytorch_ssgd,resnext101_32x8d,8,32,429.5749666828622
pytorch_ssgd,resnext101_32x8d,8,32,429.371444362958
pytorch_ssgd,resnext101_32x8d,8,32,429.5509727120218
pytorch_ssgd,resnext101_32x8d,8,32,429.6226969680493
pytorch_ssgd,resnext101_32x8d,8,32,429.5537302451364
pytorch_ssgd,wide_resnet101_2,1,32,414.21837440954766
pytorch_ssgd,wide_resnet101_2,1,32,414.3095887733765
pytorch_ssgd,wide_resnet101_2,1,32,413.510727141185
pytorch_ssgd,wide_resnet101_2,1,32,413.3137858290589
pytorch_ssgd,wide_resnet101_2,1,32,413.1096429692949
